gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability
1,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1433.8,0,0.007779589308948037
0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,2,50.7,214.55,0,0.5309399554707183
1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,45.0,865.85,0,0.26737426436024647
0,0,0,0,18,1,0,1,0,2,2,0,0,0,0,0,2,77.8,1358.6,0,0.356287940625618
0,1,1,0,38,1,0,1,2,0,0,0,0,2,0,1,2,83.45,3147.15,0,0.4446391832778269
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,73.25,131.05,1,0.7616241856634166
1,0,0,0,47,1,2,1,2,2,0,0,2,0,1,0,0,94.8,4535.85,0,0.05247271340435798
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1078.75,0,0.015341186582560286
1,0,0,0,9,1,2,0,0,0,0,0,0,2,0,0,3,59.9,542.4,0,0.27736918461749704
0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,2312.55,0,0.12591149522753842
1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,1,0.40954541170699243
1,0,1,0,44,1,0,0,0,2,2,2,2,0,1,1,2,70.95,3250.45,0,0.0801651370278512
0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,29.2,98.5,0,0.379701077587559
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,46.6,87.9,0,0.5025877230398524
0,0,1,1,9,1,2,1,0,0,0,0,2,0,0,1,0,85.35,754.65,1,0.8432209594442153
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,75.35,1,0.9123862789323157
1,0,0,0,25,1,0,1,2,0,0,0,0,0,0,0,0,74.3,1952.25,0,0.17307092265154314
0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.3,153.8,0,0.5449701592014385
1,0,0,0,43,1,0,1,2,0,0,0,0,0,0,1,2,75.2,3198.6,1,0.3910798654506019
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,1,0.35236219502242827
0,0,1,0,58,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15,0,0.15533414564708653
0,0,1,1,59,1,2,0,2,0,2,2,2,0,2,1,3,76.45,4519.5,0,0.019341476693163117
1,0,0,0,44,0,1,0,2,0,2,0,2,2,1,1,2,54.0,2440.25,0,0.1326820813410677
1,0,0,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.25,6860.6,0,0.5231663535218987
1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1377.7,0,0.006487055087293308
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,2,24.95,190.25,0,0.5191203426808062
1,0,0,0,19,1,2,1,2,0,2,0,0,0,0,1,2,84.75,1651.95,0,0.27496251729496424
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.75,78.3,0,0.2004047208714359
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,113.65,7939.25,0,0.027269564232777967
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.9,44.9,0,0.49656037843232104
0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,75.25,576.7,0,0.6437775363590736
1,0,0,0,53,1,2,2,1,1,1,1,1,1,2,0,3,24.6,1279.0,0,0.01372540364392672
1,1,0,0,51,1,2,2,1,1,1,1,1,1,1,0,0,25.0,1260.7,0,0.03792752895262308
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,0,0,20.95,267.35,0,0.1614983114123385
1,0,1,1,60,1,2,1,2,0,2,2,2,2,2,1,2,110.6,6586.85,0,0.08160190563707048
1,0,0,0,17,1,0,0,2,2,0,0,0,0,0,1,1,55.5,934.15,0,0.17984213277285535
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,123.65,1,0.5962958481623134
1,0,1,0,70,1,0,1,2,2,2,2,2,2,1,1,0,109.5,7534.65,1,0.2386210880160185
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,0,0.49983848368690986
1,1,0,0,43,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3645.6,0,0.5281614563788508
0,0,1,0,16,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45,0,0.09880884842854291
0,0,1,1,57,1,0,0,2,2,0,0,0,0,1,0,2,53.45,3053.0,0,0.02594411975042661
1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,0,1,19.8,677.05,0,0.021802154116159603
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,112.1,7965.95,0,0.008456042565206889
0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85,1,0.745150243848488
0,1,1,0,50,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4888.7,1,0.42614257843660597
1,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,2,50.35,237.25,1,0.5568605321480452
1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,74.6,74.6,1,0.9281952284787386
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,3,19.7,342.4,1,0.1902676160401222
1,1,1,0,2,1,0,1,0,0,2,0,0,0,0,1,2,74.2,140.1,0,0.6044580413760543
0,0,0,0,17,1,2,0,0,0,2,2,2,0,0,1,3,69.0,1108.0,0,0.19392698194049007
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,1,19.35,295.55,0,0.010896438919219344
0,0,0,0,15,1,0,0,0,0,2,0,0,2,0,1,2,59.45,892.65,1,0.3068862606195961
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.8,198.25,0,0.035020691609382655
0,0,0,1,46,1,0,1,2,2,0,2,2,2,1,1,0,105.2,4822.85,1,0.14119180450140292
1,0,1,1,64,1,2,1,0,2,2,2,2,2,2,1,1,109.2,6741.15,0,0.11102416861821827
0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,79.15,79.15,0,0.8216548066837204
1,0,1,1,25,1,0,0,0,2,2,0,0,0,1,0,3,53.65,1355.45,0,0.057832277154968977
1,0,1,1,71,1,0,1,2,2,2,2,2,0,2,0,1,100.2,7209.0,0,0.03239924350503627
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,1,0.4464752623934474
0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,0,108.65,7726.35,0,0.003287150321840494
0,0,1,0,49,0,1,0,2,0,0,0,2,0,0,0,0,40.65,2070.75,0,0.08327158140152499
1,0,1,1,29,0,1,0,2,2,2,2,0,2,1,1,1,55.35,1636.95,0,0.02859776805885827
1,0,1,0,72,1,2,1,2,2,2,2,0,2,2,0,0,105.6,7581.5,0,0.019038863005452662
1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,3019.5,1,0.30995007396962226
0,0,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4729.75,0,0.6141668149094193
1,0,1,0,71,1,2,0,2,0,2,2,2,2,2,0,2,83.2,6126.1,0,0.03593961903482253
1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,0,1,90.05,6333.4,0,0.026214324113231362
1,0,0,0,71,1,2,1,2,0,0,2,0,2,1,0,1,97.65,6687.85,0,0.08746797957001225
1,0,1,1,61,1,0,0,2,2,2,2,0,0,2,1,0,68.05,4158.25,0,0.005738709557900918
1,0,0,0,32,1,0,1,0,0,0,2,2,2,0,1,2,96.2,3183.4,1,0.3351743886544354
0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6,1,0.862097488673963
1,0,0,0,68,1,2,1,2,2,2,0,0,2,2,1,0,102.1,7149.35,0,0.052950774591769265
1,0,0,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.4,1429.65,0,0.010360668675060202
0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,472.65,0,0.45761106813962116
1,0,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,85.25,1734.5,1,0.6421784623165427
1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.45,113.5,0,0.015838402220283224
0,1,0,0,33,0,1,0,2,2,2,0,2,2,0,1,0,59.45,1884.65,0,0.1886665840775946
1,0,1,1,28,1,2,1,0,0,0,0,2,2,1,0,0,92.2,2568.15,0,0.12282160796271331
1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,0,1,19.85,470.0,0,0.010905836740290085
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,278.4,0,0.34445835344404224
1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,1,0.3659525492934378
1,1,0,0,5,1,2,1,0,2,0,0,0,2,0,1,2,89.8,502.6,1,0.8606481475365894
1,1,0,0,30,1,2,1,2,0,0,0,0,2,0,1,1,90.5,2595.85,0,0.28307218212190743
1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,90.45,5825.5,0,0.06978954144492187
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,50.75,1,0.5782761807811623
0,0,0,1,53,1,2,0,0,2,2,2,2,2,1,1,2,84.6,4449.75,0,0.0774681239462563
0,0,1,1,14,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35,1,0.4778810632145822
0,0,0,0,21,1,0,1,0,2,0,2,2,2,0,1,0,99.15,1956.4,0,0.3800340333873288
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.95,310.6,0,0.011240391837761257
1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,20.5,290.55,0,0.004241862975758466
0,0,0,0,35,1,0,0,0,0,2,0,0,2,0,1,2,62.1,2096.1,0,0.11835018539520714
0,1,0,0,32,1,0,1,0,0,0,0,0,2,0,1,2,79.5,2665.0,0,0.3771873736846496
0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,0,0.0415296876981354
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.35,20.35,0,0.4735315558765936
1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,3005.8,0,0.13778376118869884
0,0,1,1,72,1,2,2,1,1,1,1,1,1,1,1,0,23.3,1623.15,0,0.0023055101781287285
1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,1,0.2031897417868548
0,0,0,0,40,1,0,0,2,2,0,0,2,0,0,0,3,65.1,2586.0,0,0.09140005286361991
1,0,1,1,40,1,2,1,0,0,2,0,0,0,0,1,2,81.2,3292.3,0,0.43220664024634065
0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,651.4,1,0.4740574375447687
1,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,74.5,4674.55,0,0.03249024087724278
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.5,232.35,0,0.7282045815491485
1,0,1,1,40,0,1,0,0,2,2,2,2,2,1,0,3,60.3,2448.5,0,0.11627590332002835
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,3,75.0,658.1,0,0.28457818012494474
1,1,1,0,34,1,0,1,2,0,0,2,2,0,1,0,3,90.15,3128.8,0,0.06870705533700487
1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,3,40.0,223.45,1,0.22611190515112153
1,1,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.45,919.4,1,0.8879194630647905
1,0,1,0,9,1,2,0,0,2,2,0,0,2,0,1,1,69.05,653.95,0,0.38364636029604093
1,0,1,1,31,1,2,0,0,0,0,0,0,2,0,0,0,59.7,1825.5,0,0.08897219681990294
0,0,1,0,50,1,0,2,1,1,1,1,1,1,1,1,0,19.85,943.1,0,0.022788282751459204
0,0,0,0,2,1,0,1,2,2,0,2,0,0,0,1,2,86.25,181.65,1,0.5649128366513865
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,0.6908633061369215
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,3,70.1,551.35,1,0.4089980171226174
0,0,0,0,9,0,1,0,0,2,0,0,0,2,0,0,2,40.75,359.4,0,0.2815052870617779
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95,1,0.7363574344584622
0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2,1,0.3578627848667114
1,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,1,95.7,2338.35,0,0.23094964908250068
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.3,46.3,0,0.6817861445774434
0,0,1,1,45,1,2,0,2,2,2,2,2,0,0,0,3,81.3,3541.1,0,0.08178972950043338
1,1,1,1,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,4146.05,1,0.46074169421968714
0,0,1,1,55,1,0,2,1,1,1,1,1,1,0,0,1,20.0,1087.25,0,0.04184771951744016
0,0,0,0,38,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2522.4,0,0.09393029022394564
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,81.0,1,0.5077766790764162
1,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,2,19.6,717.3,0,0.039630555290064824
1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1734.2,0,0.17346202849396136
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,101.75,7069.3,0,0.27295097136013974
0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,55.15,742.9,0,0.09908816704112378
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,0,2,75.25,3017.65,1,0.5377394750433555
0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,6423.0,0,0.2518954773995359
0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,1164.3,1,0.9182308289034342
1,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,1,99.65,4220.35,0,0.08380877272591342
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,1,2,73.7,1558.7,0,0.4857606851921038
1,1,0,0,55,0,1,0,0,0,2,0,2,2,1,1,0,50.05,2743.45,0,0.07570720259072852
1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,4055.5,0,0.008644350521286771
1,1,1,1,26,1,2,1,0,2,2,0,2,2,0,0,2,105.75,2710.25,1,0.6764635941435898
0,1,1,0,69,1,0,1,2,2,0,0,0,2,1,0,1,87.3,6055.55,0,0.09456812837709096
0,1,1,0,18,0,1,0,0,0,2,0,2,2,0,1,2,48.35,810.7,1,0.6175072786085218
1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2538.2,0,0.14212414170154009
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,0,0.0024982089388214325
1,1,1,0,33,0,1,0,0,2,2,2,2,0,0,1,2,50.0,1750.85,0,0.09606778776880148
0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,24.4,36.55,1,0.5899629631825956
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,0,0.003687241280337727
1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,1,0,72.25,2575.45,0,0.30786153024413904
0,1,1,1,62,1,2,1,0,2,2,0,0,2,0,1,1,96.1,6019.35,0,0.13723303238830845
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1379.6,0,0.0042306455252724764
1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,1,0,55.3,1284.2,0,0.06687727362254177
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,20.1,296.15,0,0.01881774657715847
1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,653.25,0,0.18922456040388067
1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,3,25.15,412.6,0,0.01619042562423476
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,0,20.95,85.5,1,0.13223702347189897
0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,49.55,1,0.7257434930783712
0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1928.7,0,0.34229511412523156
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,71.25,0,0.8197339875329556
1,1,0,0,72,1,2,1,2,2,2,2,2,2,2,0,0,113.8,7845.8,0,0.015958197210145346
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1750.7,0,0.007354698734211481
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,216.2,0,0.13132970542944572
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,178.5,1,0.09258121023289563
0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,50.15,115.1,1,0.28875926735646695
0,1,1,0,60,1,2,1,0,0,2,0,2,2,1,1,1,100.5,6029.0,0,0.12632940079701926
1,1,1,0,29,1,2,1,0,2,2,0,0,2,0,1,2,95.9,2745.2,1,0.5722932609172194
0,0,0,0,49,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3721.9,0,0.013377003795196199
0,1,0,0,30,1,2,1,0,2,2,0,2,2,0,1,2,104.1,3121.1,0,0.5421859658853897
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,1,19.05,990.45,0,0.006190070512529032
1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1004.35,0,0.010621986331619896
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.05,157.65,0,0.020626271909237624
1,0,0,0,39,1,0,1,0,0,2,2,0,0,1,0,2,81.9,3219.75,0,0.08147399863573482
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,572.85,0,0.44523233174331733
0,0,1,1,51,1,2,1,0,0,2,0,0,2,1,1,2,90.15,4554.85,0,0.2675079332696753
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,1847.55,0,0.00911675657329645
1,1,0,0,71,1,2,2,1,1,1,1,1,1,2,1,3,24.65,1766.75,0,0.014192164991420576
0,1,1,0,70,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1462.05,0,0.0027503128799291187
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,1,0.8464444342787787
1,0,1,0,38,0,1,0,2,2,0,2,2,2,2,1,0,60.0,2193.2,0,0.014686174077907543
0,0,1,0,28,1,0,1,0,2,2,0,0,2,0,0,1,89.9,2433.5,0,0.29284866074142785
0,0,1,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.4,641.15,0,0.046401661618733964
1,1,1,0,49,1,0,0,0,2,0,0,0,0,2,0,3,49.8,2398.4,0,0.0287910005050148
0,0,1,1,37,1,2,2,1,1,1,1,1,1,2,1,0,24.1,861.85,0,0.017386137993563543
0,0,0,0,10,1,0,0,0,0,2,2,0,0,0,0,2,54.25,583.0,0,0.2745568894237933
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,0,1,109.9,7332.4,0,0.22949262653886937
1,0,0,0,7,0,1,0,0,0,2,2,0,0,1,1,1,35.5,249.55,0,0.13657486634133437
0,0,0,0,51,1,0,1,0,0,0,0,2,2,1,0,1,87.55,4475.9,0,0.0995308631013465
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,1,0.4000004304610352
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,788.6,0,0.7331568915411402
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,3,50.8,202.3,0,0.3402899097395341
1,0,1,0,71,1,2,1,2,2,2,0,2,0,2,1,2,99.0,6994.6,0,0.049431414193176704
0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15,1,0.45088029308915983
0,1,1,1,24,1,0,1,0,0,2,0,2,2,2,1,2,96.55,2263.45,0,0.08618010679993302
1,0,1,0,22,1,0,0,2,0,0,0,2,0,1,1,0,59.75,1374.35,0,0.0647651379360484
1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15,0,0.2586182566825747
0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,0,0,24.25,838.5,0,0.13800702176295895
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,1,0.8898274948111116
0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65,1,0.08249984613694263
1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,4273.45,1,0.7848377155321794
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,1,0.6821649701216975
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,0,0.35503856238205656
1,0,0,0,30,1,0,0,2,2,0,2,2,0,1,0,2,70.4,2044.75,0,0.05842237731303082
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,30.55,0,0.25113129460645806
1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,84.9,1398.25,0,0.1475604292312052
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1,0.5564180552191899
1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,1,0.3978160394391554
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,101.0,4680.05,1,0.7299606551625295
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1,1,0.8676068659660637
1,0,1,0,71,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3778.2,0,0.003862737213042912
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,3161.4,0,0.359678108850772
1,0,1,0,50,0,1,0,2,0,0,2,2,0,1,1,0,44.45,2188.45,0,0.013444963975777515
0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75.0,999.45,1,0.5443870076325379
1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1888.65,1,0.4015700821905058
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,0,0.21463746722078744
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,71.15,1,0.8197339875329556
0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25,1,0.36799506105096963
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2635.0,0,0.030386125974298368
0,0,1,1,3,1,2,0,0,2,2,0,2,0,0,1,0,69.15,235.0,0,0.48814222269251456
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,2347.85,0,0.01170792344384229
0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,1,0.04827042364436737
0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0,0.5774585610744314
0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8,1,0.45248948744993817
0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2901.8,0,0.2971008142635263
0,0,0,0,59,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4949.1,0,0.32191650997207794
0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,0,0.031506825862124645
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,0.12931352877865063
0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,761.95,0,0.01963462445385251
0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,1,0.4166425311981697
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25,0,0.014617029163019468
0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,1,1,73.0,5163.0,0,0.035770544021843376
0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0,0.023475662953036096
1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,2281.6,0,0.20185405604882403
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1356.7,0,0.006964196903200662
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45,0,0.005382845347385856
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0,0.7239788080956917
1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,242.4,0,0.018247984757529628
0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,4264.25,0,0.021907477434250266
1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2774.55,0,0.04506174200767947
1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,1,0.5088040850520963
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0,0.008910702973670468
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0,0.5335280688413783
0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,1,0.8920614460469823
1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,1323.7,0,0.09987747716971193
0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05,0,0.36854879752832864
1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,0,0.005978140262366479
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,0,0.08028648363937226
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1,0.11682419348803028
1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4,0,0.03733532466292044
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,0,0.05486450531151006
1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,1476.25,0,0.013990317073887489
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,1,0.784773797314663
1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,1,0.30837240744589267
0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,291.9,1,0.9295559788414481
1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,5903.15,0,0.049079049993657864
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,0,0.009781309892695723
0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,1,0.49829750986133103
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,0.5809438145287584
0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0,0.015373939408976163
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0,0.030258612114290602
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0,0.016022425976576094
0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05,0,0.7770333386918686
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95,0,0.05301380109883306
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,1,0.48787585064612154
